Date Of Review,Followers,Likes,Name Of Reviewer,Restaurant Name,Restaurant id,Review,Reviewer ID,Reviewer Rating,Total Ratings given
2018-09-14 02:52:56,                          142                                                         ,1 ,            Deepa Arora          ,            The Hole in the Wall Cafe          ,54044,Rated                                             My fav place for waffles in Bangalore. Perfect english food and the yummiest waffles is what drags me to this place. Topped with fresh cream and strawberry is a must try.They also serve yummy burgers and sandwiches👌The only sad part is u gotta wait a lot to get place to sit.                                                            ,39030720, 4.0,                                                                    39                                 
2018-09-13 21:16:20,                          428                                                         ,1 ,            Vaibhav Mohan          ,            The Hole in the Wall Cafe          ,54044,Rated                     This place is one of the perfect cafe's to go for breakfast or brunch. Generally its very crowded but due to prompt service you should get table within 20-30 mins.Must try out dish is chilli chicken burger and hole masala omlet.Ambience 5/5: Hygienic and great place to have burgers omlets etc.Service: 5/5 Prompt serviceFood: 5/5Naked meaty burger (beef): 5/5 medium spicy burger full of meat.Chilli chicken burger 5/5 A must try burger. Med spicy burger and taste of chili chicken was just amazing.Hot chocolate: 5/5 There is no better drink here than a hot chocolate. Just perfect for your breakfast.Mexican burger: 4/5 Medium spicy burger decent in taste.Hole masala omlet 5/5 One of the best omlet i have ever had here. Again a must try out dish.Oreo shake 3/5 Decent milkshake full of whipped cream.Guvava fresh juice 4/5 A great fresh juiceChocolate milkshake 3.5/5 Decent milkshake.Value for money: 5/5 An inexpensive place for breakfast. Totally worth it.Vishakha Kashyap Gaurav Syal,39024873, 5.0,                                                                    53                                 
2018-09-13 16:55:08,                          227                                                         ,1 ,            Ujjwal Gupta          ,            The Hole in the Wall Cafe          ,54044,Rated                                             The best breakfast I had in bangalore. Its worth waiting that you gonna find specially on a weekend. Amazing variety and delicious food..Definately recommended..                                                            ,39020250, 4.0,                                                                    23                                 
2018-09-12 17:00:18,                          122                                                         ,1 ,            Amit Singh          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Hey Foodoirs,Extremely delighted to visit this place everytime all because of the superbly amazing food prepared here. Every weekend, we thrive to visit and grab a lot of food much more than the appetite.The few callouts from the sectionally listed brilliant items are Italian Graffita mix and french toast to be grabbed with a glads of fresh mix juice. The every Saturday thought will wake you up from the bed and will tempt you to push an extra set of crunches and leg raise since we wanna definitely have food lot more than we are hungry.I always love the team and the chefs from the bottom of my heart. Thankyou for feeding us so well!RegardsAmit",39003632, 5.0,                                                                    32                                 
2018-09-11 21:41:02,                          59                                                         ,1 ,            Tresa Mary          ,            The Hole in the Wall Cafe          ,54044,Rated                                             Good food and very beautiful and eye catchy ambience. The interior decor is to be highly appreciated. Quantity of the food in relation to its price seems a little bit low though. Good customer service.                                                             ,38991924, 3.0,                                                                    43                                 
2018-09-11 16:39:37,                          271                                                         ,2 ,            Ragini Chaudhry          ,            The Hole in the Wall Cafe          ,54044,Rated                                             The perfect breakfast/brunch place located in the heart of Kormangala. Everything on the menu is really good. My favourites are the waffles and their English breakfast. The hash browns and fries are not so great. The staff is quick and efficient. On weekends there’s generally a waiting time of 20 minutes to 45 minutes. It’s very cutely decorated and has an amazing vibe to it. Some people call it overrated but I feel it’s totally worth visiting.                                                            ,38986800, 4.0,                                                                    21                                 
2018-09-11 15:26:02,                          317                                                         ,3 ,            Sahithi Achutha          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             This is the place that makes me happy everytime I go there. The ambience is so pretty and soulful. My go to place when I'm sad or happy. Choose to sit inside or outside because both are equally good. This places serves some amazing English breakfast and is perfect for a lazy Sunday to sit back and enjoy the weather and gobble up some eggs, baked beans and bacon. Ohh and I absolutely love their mashed potatoes.If you are in Kormangla, give this place a visit and you will not regret it.                                                             ",38985550, 4.0,                                                                    48                                 
2018-09-11 00:03:47,                          311                                                         ,2 ,            Kartikeya Atrey          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Best breakfast place around Koramangala for a very well known time! My personal favorite! Everytime i visit the area! Have Had the baked beans Burger, French Toast, chilly Paneer Burger, farmers breakfast. Never been disappointed! Cranberry ice mojito is worth a special mention!                                                             ",38978281, 4.0,                                                                    27                                 
2018-09-09 20:41:51,                          106                                                         ,1 ,            Maitreyee Bezbaroa          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             The perfect breakfast place in town. Of course, there was a long queue, but it was worth the wait. We had an all English breakfast and beef cheese burger. For sweets, we ordered the Ferrero Rochers waffle and raspberry white chocolate waffle.the liked the raspberry one, which was more wholesome and rich. The Ferrero Rochers could have been better. Hardly had any flavours of the chocolate in it. Tried the pancakes this time. Very really soft and fluffy. The pulled pork french fries are a must try.                                                             ",38953099, 4.0,                                                                    48                                 
2018-09-05 13:45:10,                          48                                                         ,1 ,            Ritisha Buragohain          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Quite crowded on a Saturday morning.After waiting for a while, we were served with our breakfast.The English breakfast , pancakes and the sausages were delicious and also filling.The peanut butter banana milshake did justice to the name to the fullest.🍹                                                            ",38863278, 5.0,                                                                    16                                 
2018-09-05 11:48:33,                          21                                                         ,1 ,            Nikhitha          ,            The Hole in the Wall Cafe          ,54044,Rated                                             Hole in the wall is a unique cafe been here a couple of time and I have a couple of favourites.... their breakfast pancakes a waffles are to die for ... their pulled pork omelette and Hawaiin double shack chicken burger is excellent... personally I like pineapple on my burger. Another favourite is their strawberry lemonade .                                                            ,38861672, 4.0,                                                                    33                                 
2018-09-03 16:20:31,                          255                                                         ,1 ,            Saraansh Dayal          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             The most sought after cafe in Bangalore for breakfasts. It doesn’t go much heavy on your pockets for the quality of food it offers and would make you visit it time and again. The setting here is homely and books on shelves and graffiti all around would make you feel at home. Not to mention the staff here is polite and very prompt. The English breakfast is worth killing for (not quite literally) and I’ve had pancakes and waffles here over my 4 visits. The waffle which stands out is the Ferrero rocher waffles with vanilla ice-cream and whipped cream while a simple pancake with maple syrup would leave a everlasting impression on our taste buds. Not to mention, the owner here is too friendly and polite to the point that you just cannot fault this place.                                                            ",38830955, 5.0,                                                                    80                                 
2018-09-03 00:54:01,                          5496                                                         ,6 ,            Charchit Kumawat          ,            The Hole in the Wall Cafe          ,54044,"Rated                     This is undoubtedly one of the best restaurants in Bangalore. A breakfast destination known for their selection of pancakes and waffles. Apart from pancakes, waffles and burgers, the menu showcases the versatile egg in all its forms. Look out for their Sunday specials.I would have had several breakfasts in this place. From the interior to the menu, this place is upbeat and funky.There is no way to get a reservation so it is better to go early to be able to secure a table. My favorite order in breakfast comprises of sausages, eggs, baked beans, mashed potato, bread and butter. Love the sausages and baked beans taste absolutely delicious and is filling. Apart from this I love their funky monkey waffles and pancakes. The menu is reasonably priced and worth every penny.The service is incredible and so is the staff. Till date everything I've had was fresh and delicious. Highly recommend this place because I've always had wonderful experience. Hole in the wall is a definite must-visit for incredibly delicious breakfast and snacks.                                        ",38821713, 5.0,                                                                    39                                 
2018-09-02 22:39:25,                          266                                                         ,1 ,            Jas          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Finally got chance to visit this place for breakfast...Lovely place with great ambiance... Friendly staff is always plus point :)We ordered omelette with veggies, Pasta Omelette and hash brown... Personally I loved hash browns and pasta omelette :)Will definitely visit this place again                                                            ",38818191, 4.0,                                                                    100                                 
2018-09-02 18:19:52,                          1280                                                         ,1 ,            Zainab Feroz          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             This place isn't very big and is always full. So make sure you have time in hand because there'll be long waiting line.This is a great breakfast place.There are a number of options on the menu to choose from. The service is quick and efficient.We ordered an all English breakfast and a chicken whole 99 yards.I had the latter for myself. It came in a bowl that had mix of hash browns, salami, sausages, capsicum, mushrooms topped with two fried eggs. The quantity was a lot and the taste was super good. I also had iced tea which was extremely refreshing.Overall a really good experience and would love to go back there for the food.",38810033, 5.0,                                                                    291                                 
2018-09-01 18:26:13,                          277                                                         ,2 ,            Amrita Vinod          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             So we ended up getting up late as usual on a Saturday morning and all we could think about was brunch. The hole in the wall cafe is one of the names which we always mention and skip later as it was far from home but this time we made sure we went there.Ordered Pasta Omelette, chicken cheese burger, blueberry cheese waffle, chilly chicken burger,beef roast omelette,fresh juice of the day, peanut butter and banana milkshake and cold coffee..The best above those were definitely the Waffle and the chicken cheese burger with chicken salami and fried egg. Loved it.Peanut butter and banana shake I wasn't a fan of it.Price:This place definitely won't make a hole in your pocket,so don't hesitate to goLocation:KoramangalaAmbience:I loved the ambience, can see a travellers every essence in this place",38785161, 5.0,                                                                    56                                 
2018-09-01 16:59:35,                          37                                                         ,1 ,            Harsha Madyastha          ,            The Hole in the Wall Cafe          ,54044,Rated                                             The best ambience I had ever seen.It has various different decoration with a old English style and has lot of book collection for the book lovers.It has lot of table board games too which makes a better place to spend some time.the service is also quite good and the pan cakes are a must try                                                            ,38783549, 5.0,                                                                    17                                 
2018-09-01 09:09:32,                          1126                                                         ,5 ,            Gautam Sharma          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Considered an iconic place for food in Bangalore. This place is just too busy. I mean it. Try going there on a Saturday or Sunday and wait is at least 1 hour. Amazing crowd. Great food. Simple, English and American breakfasts. My personal favourite is the omelettes and the farmers breakfast. Chicken whole 9 yards is great too. Ask for extra hash browns. You'll love it.                                                             ",38774500, 4.0,                                                                    46                                 
2018-09-01 00:57:45,                          217                                                         ,1 ,            Basavarajeshwari          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             I am Indian, but love American breakfast. After much wait got to visit this much talked about breakfast place “ Hole in the Wall”. After reading reviews and the wait line decided to visit on weekdays. Oh boy I was right to go on a weekday dint had to wait for long. It was nice homely kind of cafe. I had ordered farmers breakfast. It was good. I wish they had more coffee choices as I am a coffee lover. I want visit again to try out their other dishes.                                                            ",38771586, 5.0,                                                                    48                                 
2018-08-31 23:23:54,                          4251                                                         ,1 ,            Ribah Khan          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Famous for a variety of breakfast menu, the hole in the wall cafe wins it over the presentation and taste of the amazing food served!I really loved every bit of the food and the staff entertained us quite well. A subtle ambiance and good experience!                                                             ",38767885, 4.0,                                                                    121                                 
2018-08-31 07:45:25,                          261                                                         ,1 ,            Anupam Nag          ,            The Hole in the Wall Cafe          ,54044,Rated                                             Burger was awesome. Good place small and crowded .. menu is awesome decor and ambience is nice. Overall a good place for a small group to hangout.                                                            ,38748282, 4.0,                                                                    71                                 
2018-08-30 15:43:13,                          1461                                                         ,1 ,            Rahul R          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             If some one ask me Suggest ONLY ONE CAFE in Bengaluru that is a must try, my answer will be The Hole in the Wall Cafe. Its just stands out from rest of the cafes in the city. 2 of us went here for a Sunday Breakfast, oh Wait Sunday BRUNCH.. We reached around 930 and the place was full, freakingly crowded and it took about an hour to get a Seat.  We got seat in the Open Place outside . So not much idea how the interiors lokked like, but it doesn't matters !!The wait was worth. We tried a variety of items. The All English Breakfast, Waffles, Beef Burger,  The Fries. Each of the dish was Superb. The Fresh Juice is a must have one..                                                            ",38734643, 5.0,                                                                    101                                 
2018-08-30 08:03:53,                          4182                                                         ,1 ,            Jatin Batra          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             There was much hype created by a friend to visit this place because of such high rating even after 6.5k reviews. Though this place is known for its breakfast menu, but I could only spare time during the evening to visit. Please be aware of its timing before a visit. They are open from 7.30 in the morning till 3 in the afternoon, and then 5.30-8.30 in the evening. Efforts put in for the interiors of the cafe are much visible and worth appreciating. A book library at one corner, multiple framed pictures across and a pool table adds to it. Staff is courteous, polite and helpful. Food quality and taste are the main forces behind such a high rating of the cafe. Cheese omelette, green mango juice, Oreo chocolate shake, banofie waffle, pancake were few of the things which we ordered and truly loved. Must visit place for all. Will be visiting it again for sure to try burgers and sandwiches, which also looked very tempting.                                                            ",38728736, 5.0,                                                                    63                                 
2018-08-29 16:04:19,                          170                                                         ,2 ,            Surabhi Garg          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Nice upbeat place with pop culture adorning the walls! Ferrero rocher waffles were pretty average, the eggs of Zorro were really really good as claimed by my friend who also ordered a second round of the same! Cold coffee was too strong and sweet at the same time!                                                            ",38715857, 3.0,                                                                    23                                 
2018-08-27 22:29:32,                          517                                                         ,2 ,            Namrata Barik          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             We went to this place on a relaxed Tuesday morning. I enjoyed the food as well as the laid back feel of this place. We ordered the pork sausage breakfast and a stuffed omelette. We had to ask for an extra side of bread. Personally, I feel most breakfast restaurants don't serve enough bread in the plate to be accompanied with the other dishes. Anyway, I thoroughly enjoyed those crispy pork sausages. We had French toast with rum and raisin sauce and vanilla icecream. I'm still craving that French Toast and want top have it again!Taste 5/5Ambience 5/5Staff 4.5/5                                                            ",38687042, 5.0,                                                                    48                                 
2018-08-27 20:51:05,                          479                                                         ,1 ,            Dipto Shankar Basu          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             I was surprised to see a que outside on a Saturday morning.This itself speaks about the popularity of the place.The decor is nice open and spacious.We had to wait for a table, but the breakfast was worth it.We had the popular all English breakfast, which was good enough for two.The smoothies were also very delicious.Will certainly visit again.",38684615, 4.0,                                                                    52                                 
2018-08-26 19:22:49,                          485                                                         ,2 ,            Arup  Jyoti Kakati          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Located in  the residential area of koramangala. This cafe is well known for its continental breakfast ,waffles and burgers ,sandwiches and more. They have wide option of set as well as a la carte option for breakfast to choose from. The decor of this place keeps you engaged .Weekends are really busy ,be there by 7.45am to get the best table. I have ordered for set breakfast with pork meat and chicken meat separately , good portion size and value for money .All the set breakfast comes with two pieces of toast and butter.I have enjoyed the waffles made with banana and oats ,its was nice not feeling guilty of having too much of carbs.Good breakfast place for family ,friends and self , would recommend this place for good western breakfast in Bangalore.                                                            ",38662466, 4.0,                                                                    43                                 
2018-08-26 16:14:40,                          284                                                         ,1 ,            Agrima Gurnani          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             The most amazing chicken and mushroom cheese sandwich you’ll have. Over time it’s becoming a bit over hyped, the place in general. You have to wait for around half an hour minimum to find a place here but if you’re somebody who likes to try new dishes it’s probably a good idea to go here a couple of times. The peanut butter and banana shake is worth a try too if you’re a sweet tooth. The waffles can be improved tho. But overall good experience. I just wish the place was a little less crowded so that you could enjoy the company and the books from the book wall there with a cup of coffee. I’m not exactly a cafe person but the ambience of the place made me want to be one! :)                                                            ",38658545, 4.0,                                                                    19                                 
2018-08-25 22:18:58,                          305                                                         ,1 ,            Arunima Chakrabarty          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Hole in the Wall Cafe lives up to its fame. This cute little cafe, which is packed on weekends, has a LOT to offer. Their brunch menu is extensive and as a result, extremely confusing. After a lot of deliberations we decided to order two hotdogs, an omelette and their raspberry French toast. The hotdogs were - Pepper Pig and Mama I’m coming home. Both pork based, and a little heavy with the caramelised onions, which made them too sweet. Wouldn’t recommend this, there are a lot of better things you could order here! The Pizza Omelette was beautiful and delicious! So was the French toast.Will definitely be back for more! :)                                                             ",38644469, 4.0,                                                                    118                                 
2018-08-23 23:15:18,                          72                                                         ,1 ,            Somya Sinha          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Lovely cafe with delicious food. Literally all of it. If you are in bangalore for a day or two, guys this is one place you should definitely check out for English breakfasts!The place gives you a homely feel, you can read, relax over the weekend with all goodness of healthy food and drinks.I have visited this place more than 20 times now and everything out there in menu is worth ordering. You can go with waffles, pancakes, fresh juice of the day, detox drinks, scrambled eggs, half fried eggs and the list goes vast endless!                                                             ",38604922, 5.0,                                                                    22                                 
2018-08-23 21:15:40,                          473                                                         ,1 ,            Epicurists          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Location: KoramangalaAmbience: Suitable for family and friends. A lovely cafe with delicious food. Ambience looks like a museum turned into a cafe.  This place is famous for their English Breakfasts. Menu: Varieties of English Breakfasts, Waffles, Burger, Sandwiches.Food:  We tried their Meaty Chicken Cheese Burger (Plain) filled with chicken patty, lettuce, mayo, tomato and cheese and it was tasty. Their Chilli Egg Burger is also pretty good. Next we tried the French Toast accompanied by Maple Syrup was simply delightful. We also ordered add ons for our French toasts at the price of 60rs each. Nutella and Whipped Cream add ons also go really well with the French Toasts. Quantity of the food- SufficientQuality of the food- Really GoodCleanliness- Clean Presentation of Food: GoodCost: Affordable. We spent Rs.600 ApproxService: Good and little slow.Parking lot: Available for two wheelers Hungry for more!                                                                epicuresdelight.blogspot.com",38601599, 5.0,                                                                    69                                 
2018-08-23 01:28:04,                          30                                                         ,1 ,            Saurav Nag          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             One of the best place in Bangalore to have breakfast. The location of the restaurant is very near to the Sony Signal. At a reasonable price, you can have a superb breakfast in a lazy Sunday morning. The staffs are quite helpful, and the food was served really quick. I would recommend you to sit outside to enjoy the 'Mahol' :D . If you want to have a really good English breakfast, which includes ham, beacon, sausage, salami and other delicious things, i would highly recommend this restaurant.NB: don't forget to taste their hot pancakes.                                                             ",38588026, 5.0,                                                                    22                                 
2018-08-22 18:35:20,                          195                                                         ,1 ,            Prakhar Singh          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             A must visit place for people new in Bangalore, popular for American breakfast mostly. On weekends it opens at 7:30 in the morning and get crowded by every hour, you have to wait a lot of you are going on weekend. But the food is worth every penny and time you waited.                                                            ",38578132, 4.0,                                                                    52                                 
2018-08-22 12:59:07,                          283                                                         ,1 ,            Anupam Ghosh          ,            The Hole in the Wall Cafe          ,54044,Rated                                             The places for breakfast I'm bangalore have almost similar menu with different names.The decor of this place keeps u engaged and also the pool table. The service is fast.. And the wat of plate presentation is also nice.Burglars and sandwiches are nice also the English breakfast.. They do have the best oreo shake..with mango juice as juice of the day. :) that surprise me.Pancakes r really soft and.. Wat you can do is try a plan pancake there with vanilla ice cream n beacon chopped... I being a chef once have tried this. :) and u my love it.                                                             ,38570589, 4.0,                                                                    66                                 
2018-08-21 20:21:50,                          111                                                         ,1 ,            Sweeha Panwar          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             A healthy and scrumptious breakfast place in Koramangala offers some really good pancakes, waffles and egg based breakfast options. We had pasta omelette and an English Breakfast since the craving for sausages and bacon was too high in the folks visiting it. 😋We combined this high on protein meal with fresh juices of mango, watermelon and a mixed one. Really loved the unadulterated taste offered to our taste buds here. The staff is very cordial and cooperative even though the waiting queues are too long. But it was worth the wait with the quirky decor to treat you and some amazing food welcoming you. If you are visiting this side of the city, do care to stop by! — with Vishal Kapursweeha.blogspot.com",38559594, 4.0,                                                                    65                                 
2018-08-20 22:08:18,                          209                                                         ,1 ,            Shamael Ansari          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             One of the absolute best breakfast places visited in India! Eggs, pancakes and waffles cooked in any way you like. Haven't eaten anything below average so far at this place.                                                             ",38544359, 5.0,                                                                    36                                 
2018-08-18 20:30:57,                          75                                                         ,1 ,            Vaibhav Kansal          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Looking for a healthy and scrumptious breakfast, when a friend suggested this cafe. Our visit was damn worth it! Quirky kind of decor along with amazing staff. You have to wait a while before getting a table here. Awesome omelete with Strawberry coffee! Sandwiches, I can say the best I've had till now. Shakes a bit thick but cannot skip to taste.If you're in Bengaluru, you must visit once.                                                            ",38494870, 5.0,                                                                    25                                 
2018-08-16 23:52:49,                          426                                                         ,1 ,            Sandeep Chakraborty          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             This place is buzzing. While the ambience is perhaps a little cliche ( seems like every other cool place looks like it), I think the menu makes up for the usual look and feel. Great vibes at this place and breakfast is fun.                                                             ",38457949, 5.0,                                                                    102                                 
2018-08-15 18:46:40,                          538                                                         ,1 ,            Karan Dadure          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             A really busy cafe situated in the residential area of koramangala. No there isn't any hole in any of the walls for you to click pictures.On the bright side, they have amazing sandwiches and set breakfasts. You may have to wait for about 20 min to get a table, but trust me, it's totally worth it.Tip: Do not go too far away from the announcer or else you may miss your turn to get the table.                                                            ",38429993, 4.0,                                                                    126                                 
2018-08-14 19:19:10,                          351                                                         ,2 ,            Vedang Gutgutia          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             One of the most famous breakfast place in Bangalore primarily for it's waffles and American breakfast. This place has a long waiting line on weekends but it is worth the wait. Love the waffles, shakes and omelettes here.Definitely a must visit                                                            ",38410551, 4.0,                                                                    99                                 
2018-08-14 10:36:12,                          2536                                                         ,1 ,            Hakuna Matata          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Over crowded,long queue, nvr ending wait for the service.Do I really care abt all these at this place?? Noooo. We all know this is regular scene but still we visit this place.Food is awesome, their beverages are unique. I think I have tasted everything on the menu here but food with runny yolk makes my gf run away as she doesnt like the smell.Most favorite of all either some combo breakfast or hole 9 yard.                                                            ",38402355, 4.0,                                                                    63                                 
2018-08-11 17:51:26,                          148                                                         ,1 ,            Shruthi Upadhyay          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             In my opinion, this is one the most overrated cafes. In the recent past I visited this place for a Sunday brunch with a few friends. The place was fully packed and we waited for a good 40 mins to get a table. We ordered farmers breakfast, masala toast, spinach omelette, hot cocoa and peanut butter smoothie. The presentation was great but the food lacked taste, average overall. We also had Oreo pancake and mango waffles which we really loved. So it was not tat bad, after all but definitely not worth the wait.                                                            ",38339327, 3.0,                                                                    47                                 
2018-08-11 01:56:33,                          71                                                         ,1 ,            Shiloni Pipalia          ,            The Hole in the Wall Cafe          ,54044,Rated                                             The juices and the beef chili hot dog are to die for! Ambience - 5 (for all the cutesy stuff that they have put up) and the books :)Food - 4.5What I don't recommend - Getting a huge platter of a frittata that gets monotonous after eating it for a while. What I do recommend - Getting fluffy pancakes (which are just melt in your mouth delicious) with the humble maple syrup  :)                                                            ,38327296, 4.0,                                                                    30                                 
2018-08-10 08:56:13,                          1219                                                         ,1 ,            Aditi          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             We all know that this place is synonymous with good breakfast and hence, I'll quickly go through some major points after visiting it last week.ProsAmbience - cute lil placeFood - hands down delicious, lot many optionsPet kitten - awww, right?ConsService - weekend or weekday, most servers work as if they are doing a favour to you. Their attitude is the issue not the service in general which is quite fast.Seating - if you are going on a weekend, good luck finding seats till you are ready to wait for 30 odd minutes which, I feel, is a shame to waste time like that in the morning.                                                             ",38306841, 4.0,                                                                    153                                 
2018-08-07 19:09:53,                          460                                                         ,2 ,            Aishwarya Iyer          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             One of my all time favourite breakfast places. Love the food and the ambience! Yes, they are usually very packed on any holiday and there’s waiting, but the wait is worth it. Tried a lot of dishes here, loved everything i’ve tried. Some favourites are- ferrero rocher, banofee pie, and funky monkey waffles, omlettes, breakfast platters, churos, sandwiches. Many more. The ambience is peaceful and homely. Overall great experience!                                                             ",38255254, 5.0,                                                                    40                                 
2018-08-07 18:32:22,                          128                                                         ,1 ,            Srinivas K          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             The food is good. Ambience is cozy and built up in a home, so homely Dining. The shakes and drinks are good out here. Serving the same menu all day, gives us the choice of tasting their reputed breakfasts. ",38254537, 4.0,                                                                    54                                 
2018-08-07 16:24:29,                          997                                                         ,2 ,            Shobhit          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Had heard of it a lot.Thought if visting the place just to check is it mere a hype or in real.Visited the place with my friends.Just had to wait for half an hour for it being a weekend.But , I guess the wait was worth it.The service so rapid and the food, extra ordinary. It's one of those rare places which will not dissapoint you with the food and drinks.                                                            ",38252123, 5.0,                                                                    22                                 
2018-08-06 21:54:03,                          23                                                         ,1 ,            Sourajit Das          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Waffles. Yes, their waffles are the kryptonite. Damn, they are good. Don't get me wrong, your breakfast choices are examplary as well. But your waffles are the cocaine of your menu.                                                             ",38238592, 5.0,                                                                    31                                 
2018-08-05 19:08:26,                          258                                                         ,1 ,            Reedhika Puliani          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Location: opposite Jyoti nivas collegeAmbience: very homelyService: a little slow, could be better managed.Food: very good. Mostly the breakfast, shakes are amazing and the taste is good too!Value: worth the amount paid forMust be for the breakfast!                                                             ",38208264, 4.0,                                                                    84                                 
2018-08-05 15:06:46,                          935                                                         ,1 ,            DeBfastGirl          ,            The Hole in the Wall Cafe          ,54044,Rated                                             Visited this place a couple of times for breakfast...the place is a lot talked about.. and ofcourse they do deserve it...a nice cozy place....but very crowded...you get to wait long for a table... but it's totally worth the wait.... if you in Bangalore...don miss this place... a great hangout to catch up with friends                                                            ,38201241, 4.0,                                                                    104                                 
2018-08-05 11:47:30,                          134                                                         ,1 ,            Ruchi Gandhi          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Well..heard a lot about this placeBut probably not that great for vegetariansHeard great reviews but long queue wait , cold tea and not so great waffles kind of disappointed me.",38195670, 3.0,                                                                    37                                 
2018-08-05 11:02:58,                          313                                                         ,0 ,            ABHISHEK KUMAR          ,            The Hole in the Wall Cafe          ,54044,"Rated                                             Service is good, Food was good too but little more hyped. Pancakes was not having good taste.Location is good and Ambience is awesome.Options in drinking menu is less.Negative Points: 1. If someone is not eating Beef/Pork in Non Veg, then be more cautious in selecting the orders as the menu item is not made separated. The restaurant should show these items in different category, as sometimes people dont understand the meaning.2. there is only one washroom for the full building. 3. Lot of liquid cheese in the food too.",38195049, 3.0,                                                                    96                                 
